Bin,Hz,Power (mean sq amp),condition
14908,9099.12,2.06E-09,control
14909,9099.73,1.95E-09,control
14910,9100.34,2.63E-09,control
14911,9100.95,1.63E-09,control
14912,9101.56,2.79E-09,control
14913,9102.17,2.23E-09,control
14914,9102.78,1.62E-09,control
14915,9103.39,1.57E-09,control
14916,9104,2.62E-09,control
14917,9104.61,1.53E-09,control
14918,9105.22,2.66E-09,control
14919,9105.83,1.31E-09,control
14920,9106.45,2.31E-09,control
14921,9107.06,1.45E-09,control
14922,9107.67,1.57E-09,control
14923,9108.28,1.92E-09,control
14924,9108.89,2.06E-09,control
14925,9109.5,1.13E-09,control
14926,9110.11,1.54E-09,control
14927,9110.72,2.16E-09,control
14928,9111.33,1.23E-09,control
14929,9111.94,1.22E-09,control
14930,9112.55,1.21E-09,control
14931,9113.16,3.27E-09,control
14932,9113.77,1.01E-09,control
14933,9114.38,1.59E-09,control
14934,9114.99,2.24E-09,control
14935,9115.6,1.38E-09,control
14936,9116.21,1.24E-09,control
14937,9116.82,2.92E-09,control
14938,9117.43,2.78E-09,control
14939,9118.04,1.20E-09,control
14940,9118.65,1.30E-09,control
14941,9119.26,2.82E-09,control
14942,9119.87,1.89E-09,control
14943,9120.48,8.67E-10,control
14944,9121.09,2.03E-09,control
14945,9121.7,2.28E-09,control
14946,9122.31,1.98E-09,control
14947,9122.92,1.29E-09,control
14948,9123.54,2.64E-09,control
14949,9124.15,2.96E-09,control
14950,9124.76,1.41E-09,control
14951,9125.37,9.61E-10,control
14952,9125.98,2.05E-09,control
14953,9126.59,2.14E-09,control
14954,9127.2,2.14E-09,control
14955,9127.81,2.70E-09,control
14956,9128.42,1.64E-09,control
14957,9129.03,2.01E-09,control
14958,9129.64,1.86E-09,control
14959,9130.25,1.59E-09,control
14960,9130.86,1.76E-09,control
14961,9131.47,3.28E-09,control
14962,9132.08,2.85E-09,control
14963,9132.69,1.44E-09,control
14964,9133.3,2.31E-09,control
14965,9133.91,1.29E-09,control
14966,9134.52,3.03E-09,control
14967,9135.13,2.24E-09,control
14968,9135.74,3.60E-09,control
14969,9136.35,3.55E-09,control
14970,9136.96,1.80E-09,control
14971,9137.57,1.84E-09,control
14972,9138.18,1.45E-09,control
14973,9138.79,2.72E-09,control
14974,9139.4,2.01E-09,control
14975,9140.01,2.69E-09,control
14976,9140.63,1.67E-09,control
14977,9141.24,2.21E-09,control
14978,9141.85,1.43E-09,control
14979,9142.46,2.86E-09,control
14980,9143.07,3.41E-09,control
14981,9143.68,2.50E-09,control
14982,9144.29,3.12E-09,control
14983,9144.9,4.66E-09,control
14984,9145.51,1.73E-09,control
14985,9146.12,1.71E-09,control
14986,9146.73,2.04E-09,control
14987,9147.34,2.80E-09,control
14988,9147.95,1.56E-09,control
14989,9148.56,1.61E-09,control
14990,9149.17,2.37E-09,control
14991,9149.78,1.26E-09,control
14992,9150.39,1.13E-09,control
14993,9151,1.53E-09,control
14994,9151.61,1.90E-09,control
14995,9152.22,1.38E-09,control
14996,9152.83,1.48E-09,control
14997,9153.44,1.37E-09,control
14998,9154.05,2.25E-09,control
14999,9154.66,2.23E-09,control
15000,9155.27,2.23E-09,control
15001,9155.88,1.19E-09,control
15002,9156.49,2.28E-09,control
15003,9157.1,2.20E-09,control
15004,9157.71,1.47E-09,control
15005,9158.33,9.31E-10,control
15006,9158.94,1.74E-09,control
15007,9159.55,2.24E-09,control
15008,9160.16,1.02E-09,control
15009,9160.77,1.17E-09,control
15010,9161.38,1.78E-09,control
15011,9161.99,2.14E-09,control
15012,9162.6,1.01E-09,control
15013,9163.21,3.08E-09,control
15014,9163.82,2.71E-09,control
15015,9164.43,9.45E-10,control
15016,9165.04,1.45E-09,control
15017,9165.65,2.83E-09,control
15018,9166.26,1.72E-09,control
15019,9166.87,1.50E-09,control
15020,9167.48,1.33E-09,control
15021,9168.09,2.62E-09,control
15022,9168.7,1.73E-09,control
15023,9169.31,1.57E-09,control
15024,9169.92,1.16E-09,control
15025,9170.53,2.19E-09,control
15026,9171.14,2.21E-09,control
15027,9171.75,1.65E-09,control
15028,9172.36,1.45E-09,control
15029,9172.97,2.37E-09,control
15030,9173.58,2.04E-09,control
15031,9174.19,1.85E-09,control
15032,9174.8,1.64E-09,control
15033,9175.42,1.48E-09,control
15034,9176.03,2.42E-09,control
15035,9176.64,1.81E-09,control
15036,9177.25,1.44E-09,control
15037,9177.86,2.56E-09,control
15038,9178.47,1.47E-09,control
15039,9179.08,2.14E-09,control
15040,9179.69,2.05E-09,control
15041,9180.3,1.71E-09,control
15042,9180.91,1.99E-09,control
15043,9181.52,1.69E-09,control
15044,9182.13,1.62E-09,control
15045,9182.74,1.70E-09,control
15046,9183.35,1.38E-09,control
15047,9183.96,3.09E-09,control
15048,9184.57,2.07E-09,control
15049,9185.18,1.57E-09,control
15050,9185.79,1.80E-09,control
15051,9186.4,3.49E-09,control
15052,9187.01,4.19E-09,control
15053,9187.62,2.35E-09,control
15054,9188.23,1.70E-09,control
15055,9188.84,2.38E-09,control
15056,9189.45,2.76E-09,control
15057,9190.06,2.42E-09,control
15058,9190.67,1.38E-09,control
15059,9191.28,2.45E-09,control
15060,9191.89,2.45E-09,control
15061,9192.5,2.20E-09,control
15062,9193.12,1.78E-09,control
15063,9193.73,1.10E-09,control
15064,9194.34,1.80E-09,control
15065,9194.95,2.22E-09,control
15066,9195.56,3.19E-09,control
15067,9196.17,1.72E-09,control
15068,9196.78,2.88E-09,control
15069,9197.39,1.92E-09,control
15070,9198,1.28E-09,control
15071,9198.61,1.71E-09,control
15072,9199.22,2.26E-09,control
15073,9199.83,2.34E-09,control
15074,9200.44,2.45E-09,control
15075,9201.05,1.67E-09,control
15076,9201.66,2.21E-09,control
15077,9202.27,1.97E-09,control
15078,9202.88,1.84E-09,control
15079,9203.49,1.36E-09,control
15080,9204.1,1.57E-09,control
15081,9204.71,2.57E-09,control
15082,9205.32,1.67E-09,control
15083,9205.93,1.65E-09,control
15084,9206.54,1.51E-09,control
15085,9207.15,1.45E-09,control
15086,9207.76,2.31E-09,control
15087,9208.37,1.83E-09,control
15088,9208.98,2.18E-09,control
15089,9209.59,3.20E-09,control
15090,9210.21,1.60E-09,control
15091,9210.82,1.63E-09,control
15092,9211.43,1.32E-09,control
15093,9212.04,2.27E-09,control
15094,9212.65,2.58E-09,control
15095,9213.26,2.15E-09,control
15096,9213.87,2.11E-09,control
15097,9214.48,1.80E-09,control
15098,9215.09,1.31E-09,control
15099,9215.7,1.39E-09,control
15100,9216.31,1.75E-09,control
15101,9216.92,1.79E-09,control
15102,9217.53,2.40E-09,control
15103,9218.14,1.86E-09,control
15104,9218.75,2.65E-09,control
15105,9219.36,1.97E-09,control
15106,9219.97,2.80E-09,control
15107,9220.58,2.40E-09,control
15108,9221.19,1.76E-09,control
15109,9221.8,1.76E-09,control
15110,9222.41,2.86E-09,control
15111,9223.02,2.01E-09,control
15112,9223.63,9.83E-10,control
15113,9224.24,1.83E-09,control
15114,9224.85,1.64E-09,control
15115,9225.46,1.99E-09,control
15116,9226.07,1.40E-09,control
15117,9226.68,1.51E-09,control
15118,9227.29,2.45E-09,control
15119,9227.91,1.50E-09,control
15120,9228.52,8.21E-10,control
15121,9229.13,3.59E-09,control
15122,9229.74,3.01E-09,control
15123,9230.35,3.30E-09,control
15124,9230.96,2.38E-09,control
15125,9231.57,1.33E-09,control
15126,9232.18,2.08E-09,control
15127,9232.79,2.22E-09,control
15128,9233.4,2.24E-09,control
15129,9234.01,1.62E-09,control
15130,9234.62,4.86E-09,control
15131,9235.23,2.55E-09,control
15132,9235.84,3.23E-09,control
15133,9236.45,2.96E-09,control
15134,9237.06,2.03E-09,control
15135,9237.67,3.01E-09,control
15136,9238.28,1.92E-09,control
15137,9238.89,1.98E-09,control
15138,9239.5,2.21E-09,control
15139,9240.11,1.88E-09,control
15140,9240.72,2.31E-09,control
15141,9241.33,1.89E-09,control
15142,9241.94,1.22E-09,control
15143,9242.55,2.90E-09,control
15144,9243.16,2.72E-09,control
15145,9243.77,2.73E-09,control
15146,9244.38,1.50E-09,control
15147,9245,1.86E-09,control
15148,9245.61,1.57E-09,control
15149,9246.22,1.39E-09,control
15150,9246.83,1.44E-09,control
15151,9247.44,2.11E-09,control
15152,9248.05,1.26E-09,control
15153,9248.66,2.43E-09,control
15154,9249.27,2.30E-09,control
15155,9249.88,1.45E-09,control
15156,9250.49,2.45E-09,control
15157,9251.1,1.41E-09,control
15158,9251.71,1.32E-09,control
15159,9252.32,3.09E-09,control
15160,9252.93,2.58E-09,control
15161,9253.54,2.29E-09,control
15162,9254.15,1.57E-09,control
15163,9254.76,1.14E-09,control
15164,9255.37,1.55E-09,control
15165,9255.98,1.75E-09,control
15166,9256.59,1.89E-09,control
15167,9257.2,2.59E-09,control
15168,9257.81,3.26E-09,control
15169,9258.42,2.82E-09,control
15170,9259.03,1.74E-09,control
15171,9259.64,2.06E-09,control
15172,9260.25,1.28E-09,control
15173,9260.86,2.05E-09,control
15174,9261.47,1.80E-09,control
15175,9262.08,1.84E-09,control
15176,9262.7,1.93E-09,control
15177,9263.31,2.89E-09,control
15178,9263.92,2.50E-09,control
15179,9264.53,1.58E-09,control
15180,9265.14,1.35E-09,control
15181,9265.75,1.74E-09,control
15182,9266.36,9.58E-10,control
15183,9266.97,1.34E-09,control
15184,9267.58,2.24E-09,control
15185,9268.19,2.38E-09,control
15186,9268.8,1.86E-09,control
15187,9269.41,2.49E-09,control
15188,9270.02,1.98E-09,control
15189,9270.63,2.64E-09,control
15190,9271.24,1.96E-09,control
15191,9271.85,1.21E-09,control
15192,9272.46,1.48E-09,control
15193,9273.07,2.07E-09,control
15194,9273.68,3.05E-09,control
15195,9274.29,2.39E-09,control
15196,9274.9,3.69E-09,control
15197,9275.51,3.47E-09,control
15198,9276.12,1.95E-09,control
15199,9276.73,2.54E-09,control
15200,9277.34,2.11E-09,control
15201,9277.95,2.78E-09,control
15202,9278.56,2.06E-09,control
15203,9279.17,2.10E-09,control
15204,9279.79,1.87E-09,control
15205,9280.4,1.71E-09,control
15206,9281.01,1.66E-09,control
15207,9281.62,2.53E-09,control
15208,9282.23,1.94E-09,control
15209,9282.84,2.52E-09,control
15210,9283.45,1.58E-09,control
15211,9284.06,1.93E-09,control
15212,9284.67,1.88E-09,control
15213,9285.28,1.39E-09,control
15214,9285.89,1.75E-09,control
15215,9286.5,2.56E-09,control
15216,9287.11,1.87E-09,control
15217,9287.72,2.91E-09,control
15218,9288.33,1.75E-09,control
15219,9288.94,1.66E-09,control
15220,9289.55,1.90E-09,control
15221,9290.16,1.63E-09,control
15222,9290.77,3.51E-09,control
15223,9291.38,1.62E-09,control
15224,9291.99,2.16E-09,control
15225,9292.6,1.97E-09,control
15226,9293.21,1.85E-09,control
15227,9293.82,3.02E-09,control
15228,9294.43,1.89E-09,control
15229,9295.04,1.63E-09,control
15230,9295.65,1.38E-09,control
15231,9296.26,1.48E-09,control
15232,9296.88,2.13E-09,control
15233,9297.49,1.79E-09,control
15234,9298.1,1.55E-09,control
15235,9298.71,1.76E-09,control
15236,9299.32,1.87E-09,control
15237,9299.93,1.38E-09,control
15238,9300.54,1.58E-09,control
15239,9301.15,1.43E-09,control
15240,9301.76,1.58E-09,control
15241,9302.37,1.28E-09,control
15242,9302.98,1.62E-09,control
15243,9303.59,2.12E-09,control
15244,9304.2,2.09E-09,control
15245,9304.81,1.47E-09,control
15246,9305.42,2.05E-09,control
15247,9306.03,2.54E-09,control
15248,9306.64,3.53E-09,control
15249,9307.25,2.78E-09,control
15250,9307.86,3.54E-09,control
15251,9308.47,2.30E-09,control
15252,9309.08,1.85E-09,control
15253,9309.69,1.58E-09,control
15254,9310.3,2.04E-09,control
15255,9310.91,1.78E-09,control
15256,9311.52,1.01E-09,control
15257,9312.13,2.87E-09,control
15258,9312.74,3.80E-09,control
15259,9313.35,2.86E-09,control
15260,9313.96,1.98E-09,control
15261,9314.58,2.46E-09,control
15262,9315.19,1.96E-09,control
15263,9315.8,2.80E-09,control
15264,9316.41,2.22E-09,control
15265,9317.02,1.99E-09,control
15266,9317.63,2.85E-09,control
15267,9318.24,1.57E-09,control
15268,9318.85,1.24E-09,control
15269,9319.46,1.38E-09,control
15270,9320.07,2.65E-09,control
15271,9320.68,1.78E-09,control
15272,9321.29,1.58E-09,control
15273,9321.9,2.22E-09,control
15274,9322.51,1.63E-09,control
15275,9323.12,2.41E-09,control
15276,9323.73,1.60E-09,control
15277,9324.34,2.31E-09,control
15278,9324.95,1.74E-09,control
15279,9325.56,1.27E-09,control
15280,9326.17,2.48E-09,control
15281,9326.78,1.91E-09,control
15282,9327.39,1.88E-09,control
15283,9328,2.40E-09,control
15284,9328.61,2.99E-09,control
15285,9329.22,1.99E-09,control
15286,9329.83,2.62E-09,control
15287,9330.44,1.91E-09,control
15288,9331.05,3.48E-09,control
15289,9331.67,2.07E-09,control
15290,9332.28,3.04E-09,control
15291,9332.89,3.68E-09,control
15292,9333.5,1.98E-09,control
15293,9334.11,2.73E-09,control
15294,9334.72,1.58E-09,control
15295,9335.33,1.59E-09,control
15296,9335.94,1.69E-09,control
15297,9336.55,1.73E-09,control
15298,9337.16,1.43E-09,control
15299,9337.77,1.92E-09,control
15300,9338.38,2.27E-09,control
15301,9338.99,2.12E-09,control
15302,9339.6,2.84E-09,control
15303,9340.21,3.55E-09,control
15304,9340.82,3.94E-09,control
15305,9341.43,2.15E-09,control
15306,9342.04,1.47E-09,control
15307,9342.65,2.09E-09,control
15308,9343.26,2.17E-09,control
15309,9343.87,1.79E-09,control
15310,9344.48,2.29E-09,control
15311,9345.09,1.92E-09,control
15312,9345.7,2.41E-09,control
15313,9346.31,4.28E-09,control
15314,9346.92,1.80E-09,control
15315,9347.53,2.63E-09,control
15316,9348.14,2.30E-09,control
15317,9348.75,2.70E-09,control
15318,9349.37,3.26E-09,control
15319,9349.98,1.71E-09,control
15320,9350.59,1.34E-09,control
15321,9351.2,1.68E-09,control
15322,9351.81,2.17E-09,control
15323,9352.42,1.71E-09,control
15324,9353.03,1.94E-09,control
15325,9353.64,2.79E-09,control
15326,9354.25,1.56E-09,control
15327,9354.86,2.32E-09,control
15328,9355.47,3.25E-09,control
15329,9356.08,2.11E-09,control
15330,9356.69,1.25E-09,control
15331,9357.3,1.58E-09,control
15332,9357.91,1.53E-09,control
15333,9358.52,1.48E-09,control
15334,9359.13,1.36E-09,control
15335,9359.74,1.24E-09,control
15336,9360.35,1.39E-09,control
15337,9360.96,2.30E-09,control
15338,9361.57,1.83E-09,control
15339,9362.18,1.65E-09,control
15340,9362.79,2.38E-09,control
15341,9363.4,2.45E-09,control
15342,9364.01,3.21E-09,control
15343,9364.62,2.15E-09,control
15344,9365.23,1.42E-09,control
15345,9365.84,1.76E-09,control
15346,9366.46,1.82E-09,control
15347,9367.07,1.83E-09,control
15348,9367.68,1.47E-09,control
15349,9368.29,1.03E-09,control
15350,9368.9,1.67E-09,control
15351,9369.51,1.87E-09,control
15352,9370.12,2.37E-09,control
15353,9370.73,2.97E-09,control
15354,9371.34,1.51E-09,control
15355,9371.95,1.57E-09,control
15356,9372.56,1.81E-09,control
15357,9373.17,2.65E-09,control
15358,9373.78,1.23E-09,control
15359,9374.39,1.17E-09,control
15360,9375,1.81E-09,control
15361,9375.61,1.49E-09,control
15362,9376.22,9.98E-10,control
15363,9376.83,2.22E-09,control
15364,9377.44,2.39E-09,control
15365,9378.05,1.80E-09,control
15366,9378.66,1.62E-09,control
15367,9379.27,1.88E-09,control
15368,9379.88,1.50E-09,control
15369,9380.49,1.60E-09,control
15370,9381.1,1.75E-09,control
15371,9381.71,2.03E-09,control
15372,9382.32,2.41E-09,control
15373,9382.93,1.52E-09,control
15374,9383.54,1.57E-09,control
15375,9384.16,1.51E-09,control
15376,9384.77,1.40E-09,control
15377,9385.38,2.44E-09,control
15378,9385.99,1.66E-09,control
15379,9386.6,1.39E-09,control
15380,9387.21,2.39E-09,control
15381,9387.82,2.86E-09,control
15382,9388.43,2.82E-09,control
15383,9389.04,1.39E-09,control
15384,9389.65,1.95E-09,control
15385,9390.26,1.55E-09,control
15386,9390.87,3.19E-09,control
15387,9391.48,1.91E-09,control
15388,9392.09,1.97E-09,control
15389,9392.7,3.23E-09,control
15390,9393.31,1.98E-09,control
15391,9393.92,2.28E-09,control
15392,9394.53,1.58E-09,control
15393,9395.14,3.93E-09,control
15394,9395.75,2.39E-09,control
15395,9396.36,1.63E-09,control
15396,9396.97,1.79E-09,control
15397,9397.58,1.30E-09,control
15398,9398.19,2.98E-09,control
15399,9398.8,3.20E-09,control
15400,9399.41,1.86E-09,control
15401,9400.02,2.59E-09,control
15402,9400.63,1.73E-09,control
15403,9401.25,1.56E-09,control
15404,9401.86,1.83E-09,control
15405,9402.47,1.77E-09,control
15406,9403.08,1.75E-09,control
15407,9403.69,2.12E-09,control
15408,9404.3,1.35E-09,control
15409,9404.91,1.44E-09,control
15410,9405.52,2.65E-09,control
15411,9406.13,2.19E-09,control
15412,9406.74,2.90E-09,control
15413,9407.35,2.75E-09,control
15414,9407.96,3.13E-09,control
15415,9408.57,2.55E-09,control
15416,9409.18,2.58E-09,control
15417,9409.79,1.64E-09,control
15418,9410.4,2.95E-09,control
15419,9411.01,3.45E-09,control
15420,9411.62,1.72E-09,control
15421,9412.23,1.45E-09,control
15422,9412.84,2.07E-09,control
15423,9413.45,2.20E-09,control
15424,9414.06,1.65E-09,control
15425,9414.67,2.31E-09,control
15426,9415.28,2.06E-09,control
15427,9415.89,2.43E-09,control
15428,9416.5,1.27E-09,control
15429,9417.11,1.78E-09,control
15430,9417.72,1.51E-09,control
15431,9418.33,1.63E-09,control
15432,9418.95,2.81E-09,control
15433,9419.56,2.33E-09,control
15434,9420.17,2.95E-09,control
15435,9420.78,1.50E-09,control
15436,9421.39,1.70E-09,control
15437,9422,2.60E-09,control
15438,9422.61,1.60E-09,control
15439,9423.22,1.55E-09,control
15440,9423.83,1.25E-09,control
15441,9424.44,1.51E-09,control
15442,9425.05,1.38E-09,control
15443,9425.66,1.63E-09,control
15444,9426.27,2.31E-09,control
15445,9426.88,1.87E-09,control
15446,9427.49,1.95E-09,control
15447,9428.1,1.40E-09,control
15448,9428.71,1.89E-09,control
15449,9429.32,1.75E-09,control
15450,9429.93,1.34E-09,control
15451,9430.54,2.30E-09,control
15452,9431.15,2.49E-09,control
15453,9431.76,1.27E-09,control
15454,9432.37,2.05E-09,control
15455,9432.98,1.74E-09,control
15456,9433.59,2.65E-09,control
15457,9434.2,1.44E-09,control
15458,9434.81,9.77E-10,control
15459,9435.42,2.05E-09,control
15460,9436.04,1.76E-09,control
15461,9436.65,1.99E-09,control
15462,9437.26,1.63E-09,control
15463,9437.87,1.70E-09,control
15464,9438.48,1.51E-09,control
15465,9439.09,2.62E-09,control
15466,9439.7,2.54E-09,control
15467,9440.31,1.06E-09,control
15468,9440.92,1.13E-09,control
15469,9441.53,1.13E-09,control
15470,9442.14,2.44E-09,control
15471,9442.75,2.66E-09,control
15472,9443.36,2.46E-09,control
15473,9443.97,2.97E-09,control
15474,9444.58,1.72E-09,control
15475,9445.19,2.33E-09,control
15476,9445.8,2.24E-09,control
15477,9446.41,3.40E-09,control
15478,9447.02,1.71E-09,control
15479,9447.63,2.76E-09,control
15480,9448.24,3.79E-09,control
15481,9448.85,1.81E-09,control
15482,9449.46,1.35E-09,control
15483,9450.07,2.20E-09,control
15484,9450.68,1.88E-09,control
15485,9451.29,2.02E-09,control
15486,9451.9,2.72E-09,control
15487,9452.51,3.39E-09,control
15488,9453.13,1.95E-09,control
15489,9453.74,2.12E-09,control
15490,9454.35,1.99E-09,control
15491,9454.96,2.66E-09,control
15492,9455.57,2.45E-09,control
15493,9456.18,2.50E-09,control
15494,9456.79,2.19E-09,control
15495,9457.4,2.53E-09,control
15496,9458.01,1.96E-09,control
15497,9458.62,1.97E-09,control
15498,9459.23,2.02E-09,control
15499,9459.84,2.49E-09,control
15500,9460.45,1.53E-09,control
15501,9461.06,1.69E-09,control
15502,9461.67,1.91E-09,control
15503,9462.28,2.56E-09,control
15504,9462.89,2.63E-09,control
15505,9463.5,1.79E-09,control
15506,9464.11,1.78E-09,control
15507,9464.72,2.46E-09,control
15508,9465.33,2.15E-09,control
15509,9465.94,3.02E-09,control
15510,9466.55,1.74E-09,control
15511,9467.16,3.30E-09,control
15512,9467.77,1.96E-09,control
15513,9468.38,1.88E-09,control
15514,9468.99,2.57E-09,control
15515,9469.6,2.45E-09,control
15516,9470.21,2.23E-09,control
15517,9470.83,2.05E-09,control
15518,9471.44,1.74E-09,control
15519,9472.05,4.16E-09,control
15520,9472.66,4.56E-09,control
15521,9473.27,2.08E-09,control
15522,9473.88,3.32E-09,control
15523,9474.49,1.70E-09,control
15524,9475.1,2.13E-09,control
15525,9475.71,1.50E-09,control
15526,9476.32,1.81E-09,control
15527,9476.93,2.23E-09,control
15528,9477.54,2.96E-09,control
15529,9478.15,2.44E-09,control
15530,9478.76,2.14E-09,control
15531,9479.37,1.41E-09,control
15532,9479.98,2.95E-09,control
15533,9480.59,3.93E-09,control
15534,9481.2,3.01E-09,control
15535,9481.81,1.93E-09,control
15536,9482.42,1.78E-09,control
15537,9483.03,2.05E-09,control
15538,9483.64,1.06E-09,control
15539,9484.25,2.08E-09,control
15540,9484.86,3.16E-09,control
15541,9485.47,3.30E-09,control
15542,9486.08,4.13E-09,control
15543,9486.69,2.18E-09,control
15544,9487.3,2.35E-09,control
15545,9487.92,2.45E-09,control
15546,9488.53,1.65E-09,control
15547,9489.14,1.90E-09,control
15548,9489.75,2.09E-09,control
15549,9490.36,2.45E-09,control
15550,9490.97,3.62E-09,control
15551,9491.58,2.98E-09,control
15552,9492.19,1.54E-09,control
15553,9492.8,1.08E-09,control
15554,9493.41,1.57E-09,control
15555,9494.02,1.25E-09,control
15556,9494.63,1.42E-09,control
15557,9495.24,1.72E-09,control
15558,9495.85,1.20E-09,control
15559,9496.46,1.64E-09,control
15560,9497.07,1.35E-09,control
15561,9497.68,1.37E-09,control
15562,9498.29,1.22E-09,control
15563,9498.9,1.66E-09,control
15564,9499.51,1.61E-09,control
15565,9500.12,2.11E-09,control
15566,9500.73,1.79E-09,control
15567,9501.34,1.06E-09,control
15568,9501.95,2.00E-09,control
15569,9502.56,1.56E-09,control
15570,9503.17,1.61E-09,control
15571,9503.78,1.55E-09,control
15572,9504.39,1.51E-09,control
15573,9505,1.49E-09,control
15574,9505.62,2.19E-09,control
15575,9506.23,1.82E-09,control
15576,9506.84,2.72E-09,control
15577,9507.45,2.87E-09,control
15578,9508.06,9.13E-10,control
15579,9508.67,3.29E-09,control
15580,9509.28,2.51E-09,control
15581,9509.89,1.55E-09,control
15582,9510.5,1.83E-09,control
15583,9511.11,1.99E-09,control
15584,9511.72,2.24E-09,control
15585,9512.33,1.81E-09,control
15586,9512.94,2.48E-09,control
15587,9513.55,1.80E-09,control
15588,9514.16,1.97E-09,control
15589,9514.77,2.55E-09,control
15590,9515.38,2.71E-09,control
15591,9515.99,1.89E-09,control
15592,9516.6,2.12E-09,control
15593,9517.21,2.11E-09,control
15594,9517.82,1.69E-09,control
15595,9518.43,6.09E-10,control
15596,9519.04,2.34E-09,control
15597,9519.65,2.13E-09,control
15598,9520.26,2.05E-09,control
15599,9520.87,1.81E-09,control
15600,9521.48,1.42E-09,control
15601,9522.09,1.82E-09,control
15602,9522.71,1.92E-09,control
15603,9523.32,2.30E-09,control
15604,9523.93,2.11E-09,control
15605,9524.54,3.42E-09,control
15606,9525.15,1.65E-09,control
15607,9525.76,2.33E-09,control
15608,9526.37,1.59E-09,control
15609,9526.98,2.09E-09,control
15610,9527.59,2.26E-09,control
15611,9528.2,1.20E-09,control
15612,9528.81,2.65E-09,control
15613,9529.42,2.78E-09,control
15614,9530.03,2.66E-09,control
15615,9530.64,2.76E-09,control
15616,9531.25,2.22E-09,control
15617,9531.86,3.41E-09,control
15618,9532.47,2.09E-09,control
15619,9533.08,1.72E-09,control
15620,9533.69,1.09E-09,control
15621,9534.3,9.67E-10,control
15622,9534.91,2.36E-09,control
15623,9535.52,2.25E-09,control
15624,9536.13,2.29E-09,control
15625,9536.74,3.37E-09,control
15626,9537.35,1.87E-09,control
15627,9537.96,3.32E-09,control
15628,9538.57,1.54E-09,control
15629,9539.18,2.38E-09,control
15630,9539.79,3.01E-09,control
15631,9540.41,3.22E-09,control
15632,9541.02,1.85E-09,control
15633,9541.63,2.84E-09,control
15634,9542.24,1.59E-09,control
15635,9542.85,2.10E-09,control
15636,9543.46,2.51E-09,control
15637,9544.07,2.62E-09,control
15638,9544.68,3.05E-09,control
15639,9545.29,1.96E-09,control
15640,9545.9,1.52E-09,control
15641,9546.51,1.21E-09,control
15642,9547.12,1.29E-09,control
15643,9547.73,1.77E-09,control
15644,9548.34,1.42E-09,control
15645,9548.95,1.12E-09,control
15646,9549.56,1.71E-09,control
15647,9550.17,1.97E-09,control
15648,9550.78,1.30E-09,control
15649,9551.39,1.50E-09,control
15650,9552,1.42E-09,control
15651,9552.61,1.50E-09,control
15652,9553.22,1.97E-09,control
15653,9553.83,3.65E-09,control
15654,9554.44,4.44E-09,control
15655,9555.05,2.30E-09,control
15656,9555.66,1.49E-09,control
15657,9556.27,2.07E-09,control
15658,9556.88,3.57E-09,control
15659,9557.5,2.29E-09,control
15660,9558.11,1.62E-09,control
15661,9558.72,1.18E-09,control
15662,9559.33,1.84E-09,control
15663,9559.94,2.47E-09,control
15664,9560.55,1.14E-09,control
15665,9561.16,2.18E-09,control
15666,9561.77,2.63E-09,control
15667,9562.38,2.62E-09,control
15668,9562.99,1.60E-09,control
15669,9563.6,1.14E-09,control
15670,9564.21,2.84E-09,control
15671,9564.82,1.99E-09,control
15672,9565.43,1.07E-09,control
15673,9566.04,1.71E-09,control
15674,9566.65,1.19E-09,control
15675,9567.26,1.84E-09,control
15676,9567.87,2.96E-09,control
15677,9568.48,3.31E-09,control
15678,9569.09,2.31E-09,control
15679,9569.7,1.85E-09,control
15680,9570.31,2.06E-09,control
15681,9570.92,1.89E-09,control
15682,9571.53,2.08E-09,control
15683,9572.14,1.03E-09,control
15684,9572.75,2.05E-09,control
15685,9573.36,2.33E-09,control
15686,9573.97,9.37E-10,control
15687,9574.58,1.22E-09,control
15688,9575.2,2.00E-09,control
15689,9575.81,1.18E-09,control
15690,9576.42,1.05E-09,control
15691,9577.03,2.58E-09,control
15692,9577.64,3.17E-09,control
15693,9578.25,1.88E-09,control
15694,9578.86,2.49E-09,control
15695,9579.47,2.94E-09,control
15696,9580.08,1.65E-09,control
15697,9580.69,1.32E-09,control
15698,9581.3,1.69E-09,control
15699,9581.91,2.07E-09,control
15700,9582.52,2.19E-09,control
15701,9583.13,1.73E-09,control
15702,9583.74,1.27E-09,control
15703,9584.35,1.90E-09,control
15704,9584.96,1.50E-09,control
15705,9585.57,2.06E-09,control
15706,9586.18,1.26E-09,control
15707,9586.79,2.74E-09,control
15708,9587.4,2.71E-09,control
15709,9588.01,2.33E-09,control
15710,9588.62,1.69E-09,control
15711,9589.23,1.58E-09,control
15712,9589.84,1.54E-09,control
15713,9590.45,1.69E-09,control
15714,9591.06,1.30E-09,control
15715,9591.67,2.16E-09,control
15716,9592.29,2.63E-09,control
15717,9592.9,1.36E-09,control
15718,9593.51,1.75E-09,control
15719,9594.12,1.70E-09,control
15720,9594.73,2.07E-09,control
15721,9595.34,2.04E-09,control
15722,9595.95,1.17E-09,control
15723,9596.56,1.48E-09,control
15724,9597.17,1.86E-09,control
15725,9597.78,1.27E-09,control
15726,9598.39,1.31E-09,control
15727,9599,2.52E-09,control
15728,9599.61,3.32E-09,control
15729,9600.22,3.00E-09,control
15730,9600.83,2.92E-09,control
